identifiant,pays_code,pays,secteur_activite_code,secteur,denomination_sociale,adresse_1,adresse_2,adresse_3,adresse_4,code_postal,ville
NWOHMCKM,[CH],SUISSE,[DM],Dispositifs médicaux,Covidien AG,Victor von Bruns-Strasse 19,"","","",8212,Neuhausen am Rheinfall
EOZOFTQZ,[RE],RÉUNION,[PA],Prestataires associés,SEPRODOM REUNION,19 Rue Gustave Eiffel,ZAC Ravine à Marquet,"","",97419,LA POSSESSION
IXTVPDWO,[GB],ROYAUME-UNI,[PA],Prestataires associés,The Research Partnership,81-83 Fulham High Street,"","","",SW6 3JW,London
QWDHVVAS,[FR],FRANCE,[DM],Dispositifs médicaux,NANOBIOTIX S.A.,60 rue de Wattignies,Bât B - 5ème étage,"","",75012,PARIS
WNHJORYL,[CH],SUISSE,[MED],Médicaments humains,GeNeuro,"Chemin des Aulx, 18","","","",1228,PLan-les-Ouates
LGAHMYCS,[FR],FRANCE,[PC],Produits cosmétiques,ANNAYAKE,49 RUE MONTAIGNE ,"","","",75008,PARIS
CLQGPUAY,[FR],FRANCE,[AUT],Autres,LABORATOIRES URGO,42 RUE DE LONGVIC,"","","",21300,CHENOVE
OURQWXZG,[FR],FRANCE,[DM],Dispositifs médicaux,"Biosphere Medical, S.A.",Parc des Nations - Paris Nord 2,383 rue de la Belle Etoile,"","",95700,Roissy en France
PUQMBQGA,[DE],ALLEMAGNE,[DMDIV],Dispositifs médicaux de diagnostic in vitro,Roche Diagnostics GmbH,Sandhofer Straße 116,"","","",68305,Mannheim
AXRKLMUV,[US],ÉTATS-UNIS,[DMDIV],Dispositifs médicaux de diagnostic in vitro,"Roche Diagnostics Operations, Inc.",9115 Hague Rd. PO Box,"","","",50416 ,Indianapolis 
KDQGMQJX,[CH],SUISSE,[DMDIV],Dispositifs médicaux de diagnostic in vitro,Roche Diagnostics International Ltd, Forrenstrasse 2,"","","", 6343 ,Rotkreuz 
UKWCSHLO,[NL],PAYS-BAS,[DM],Dispositifs médicaux,ACIST Europe BV,Argonstraat 3,"","","",6422 PH,Heerlen
QZGOVYGF,[FR],FRANCE,[DM],Dispositifs médicaux,St Jude Medical France SAS,73-77 Rue De Sèvres,"","","",92100,Boulogne-Billancourt
IWDEZYDT,[GB],ROYAUME-UNI,[AUT],Autres,Adept Field Solutions,"Suite 7, Millennium House",21 Eden Street,"","",KT1 1BL,Kingston upon Thames
RYAMNPJJ,[DK],DANEMARK,[DM],Dispositifs médicaux,OTICON MEDICAL,Kongebakken 9,"","","",2765,Smørum
CEGSDPZG,[GB],ROYAUME-UNI,[MED],Médicaments humains,THERAKOS UK Ltd,"2nd Floor, West Forest Gate,", Finchampstead Road,"","",RG40 2AT,Wokingham
VBOMLKAX,[MA],MAROC,[DM],Dispositifs médicaux,NEURELEC MAROC,223 Angle Boulevard Abdelmoumen,Place du Dr Charles Nicolle,"","",20000,CASABLANCA
LJNERMXP,[FR],FRANCE,[DM],Dispositifs médicaux,INTEGRAL ORTHO,132 RUE LEON GAMBETTA ,"","","",34130,MAUGUIO
SXPYBHWE,[FR],FRANCE,[MED],Médicaments humains,LG HOMEO,Avenue du Général de Gaulle,"","","",14200,Hérouville Saint-Clair
VONHLNHL,[FR],FRANCE,[DM],Dispositifs médicaux,DJO France SAS,3 Rue de Béthar,Centre Européen de Fret,"","",64990,Mouguerre
VMIJVHLC,[FR],FRANCE,[DM],Dispositifs médicaux,3M France,Boulevard de l'Oise,"","","",95006,Cergy-Pontoise
VNEICYGR,[FR],FRANCE,[MED],Médicaments humains,LFB BIOMEDICAMENTS,3 avenue des Tropiques,ZA de Courtaboeuf,"","",91940,LES ULIS
FEOODNTU,[FR],FRANCE,[DM],Dispositifs médicaux,OptiMed SARL,"Tour Europe, 20, place des Halles","","","",67000,Strasbourg
TFOXYBHA,[FR],FRANCE,[DM],Dispositifs médicaux,GIBAUD,73 Rue de la Tour,BP 78,Cedex 1,"",42002,Saint-Etienne
UZJKQXDC,[FR],FRANCE,[DM],Dispositifs médicaux,Innothera Services,22 av aristide Briand,"","","",94110,arcueil
OCSHTUEQ,[FR],FRANCE,[DM],Dispositifs médicaux,DENTSPLY Implants,7 rue Eugène et Armand Peugeot,"","","",92500,Rueil Malmaison
PGQRDHCO,[FR],FRANCE,[MED],Médicaments humains,LFB BIOTECHNOLOGIES,3 avenue des Tropiques,ZA de Courtaboeuf,"","",91940,LES ULIS
QUDWAYXU,[FR],FRANCE,[DM],Dispositifs médicaux,Laboratoires Lohmann & Rauscher,Zone Artisanale de Choisy,"","","",88200,REMIREMONT
OPFMIKBW,[FR],FRANCE,[MED],Médicaments humains,LES LABORATOIRES SERVIER,"50, rue Carnot","","","",92284,Suresnes cedex
TXQGARKD,[FR],FRANCE,[DM],Dispositifs médicaux,WELLSPECT HEALTHCARE,7 rue Eugène et Armand Peugeot,"","","",92500,Rueil Malmaison
IJHFOLSL,[FR],FRANCE,[MED],Médicaments humains,CELLforCURE,3 avenue des Tropiques,ZA de Courtaboeuf,"","",91940,LES ULIS
IMXQPQYY,[FR],FRANCE,[DM],Dispositifs médicaux,MORIA S.A.,15 RUE GEORGES BESSE,"","","",92160,ANTONY
WKGKIHHH,[FR],FRANCE,[DM],Dispositifs médicaux,Sophysa,5 RUE GUY MOQUET,"","","",91400,ORSAY
UNPTJWDS,[FR],FRANCE,[MED],Médicaments humains,Laboratoire français du Fractionnement et des Biotechnologies,3 avenue des Tropiques,ZA de Courtaboeuf,"","",91940,LES ULIS
OCESWXEN,[FR],FRANCE,[MED],Médicaments humains,LFB BIOMANUFACTURING,Avenue des Chênes Rouges,Quartier du Rieu,"","",30100,ALES
VSBVCMAU,[FR],FRANCE,[DM],Dispositifs médicaux,Merit Medical France,136 avenue Joseph Kessel,"","","",78960,Voisins Le Bretonneux
MZUTECHV,[FR],FRANCE,[MED],Médicaments humains,GaldermaQMed,49 rue de Lisbonne,"","","",75008,Paris
AFHHHIGI,[FR],FRANCE,[MED],Médicaments humains,Innothera Chouzy,Rue René chantereau,"","","",41150,Chouzy sur Cisse
CDDAEEDI,[FR],FRANCE,[MED],Médicaments humains,Laboratoier Innotech international,22 Av Aristide Briand,"","","",94110,Arcueil
GDPHEUVT,[FR],FRANCE,[DM],Dispositifs médicaux,Laboratoire Innothera,22 av Aristide Briand,"","","",94110,Arcueil
ZUUMCNWV,[FR],FRANCE,[DM],Dispositifs médicaux,VASCUTEK FRANCE,8 Parc Ariane 1  - Immeuble Jupiter,CS 10557,"","",78284,GUYANCOURT CEDEX
TZUWICTW,[FR],FRANCE,[MED],Médicaments humains,ROTTAPHARM SAS,83-85 Bd. Vincent Auriol,"","","",75013,Paris
GTWHGUZA,[US],ÉTATS-UNIS,[MED],Médicaments humains,"PTC Therapeutics GT, Inc",100 Corporate Court,"","","",NJ 07080,South Plainfield
HHTBDYDU,[FR],FRANCE,[DM],Dispositifs médicaux,SORIN GROUP FRANCE,4 AVENUE REAUMUR ,"","","",92140,CLAMART
YZVAJOYP,[FR],FRANCE,[DM],Dispositifs médicaux,Fresenius Medical Care France S.A.S.,47 avenue des Pépinières,Parc Médicis,"","",94260,Fresnes
WXBFMHUJ,[FR],FRANCE,[DM],Dispositifs médicaux,WRIGHT MEDICAL FRANCE,9 RUE BELIDOR,"","","",75017,PARIS
PJKCUWRU,[FR],FRANCE,[DM],Dispositifs médicaux,B.R.A. SAS,6 RUE DU PAQUIER,"","","",74000,ANNECY
QBUGMQSF,[FR],FRANCE,[DM],Dispositifs médicaux,Primax,2 place Gustave Eiffel,CS 20280,"","",94518,Rungis Cedex 1
FUAVMUXD,[FR],FRANCE,[DM],Dispositifs médicaux,Tutogen Médical France,4 rue Lafayette,"","","",57000,Metz
VVBTLKGP,[FR],FRANCE,[AUT],Autres,EMA SARL,350 Avenue du Club Hippique,Immeuble le PRESIDIUM Bat A,"","",13090,AIX EN PROVENCE
EOYNNPAV,[FR],FRANCE,[DM],Dispositifs médicaux,PROTHEOS INDUSTRIE,PARC D'ACTIVITES DE L'AERODROME,"","","",25420,COURCELLES LES MONTBELIARD
IOUJLTOH,[FR],FRANCE,[DM],Dispositifs médicaux,GLOBAL D,118 avenue Marcel Mérieux,Zone industrielle de Sacuny,"","",69530,Brignais
ELWPYYOM,[FR],FRANCE,[MED],Médicaments humains,ETHYPHARM,194 Bureaux de la Colline,Bâtiment D,"","",92 213,Saint Cloud 
RSOPVOUL,[FR],FRANCE,[DM],Dispositifs médicaux,EDAP TMS France SAS,4 rue du Dauphiné,"","","",69120,VAULX-EN-VELIN
HOHPJRFR,[FR],FRANCE,[PC],Produits cosmétiques,Laboratoires Juva Santé,8 rue Christophe Colomb,"","","",75008 ,Paris
AMZAPDCK,[FR],FRANCE,[DM],Dispositifs médicaux,ATOS MEDICAL SAS,GREEN SQUARE,82 RUE DES MEUNIERS,CS10015,"",92227,BAGNEUX CEDEX
PXESYAXQ,[FR],FRANCE,[DM],Dispositifs médicaux,EUROBIO,7 AVENUE DE SCANDINAVIE,"","","",91953,LES ULIS
NUSNXZQA,[FR],FRANCE,[DM],Dispositifs médicaux,PROTHEOS SA,PARC D'ACTIVITES DE L'AERODROME,"","","",25420,COURCELLES LES MONTBELIARD
TZJRMOCH,[FR],FRANCE,[DM],Dispositifs médicaux,PROTHEOS OUEST,7 AVENUE JULES VERNE,PARC DES GRESILLIERS,"","",44230 ,SAINT SEBASTIEN SUR LOIRE
YVQIAWEN,[FR],FRANCE,[DM],Dispositifs médicaux,THERADIAL SAS,5 RUE MARYSE BASTIE,"","","",44700,ORVAULT
DIEPMRKQ,[FR],FRANCE,[DM],Dispositifs médicaux,SAS ORTHO OUEST,1 AVENUE DU GRAND TREMOUTIER,"","","",44120,VERTOU
SGWPURBP,[FR],FRANCE,[DM],Dispositifs médicaux,BALT INTERNATIONAL,10 rue Croix Vigneron,"","","",95160,Montmorency
IAXHJTSX,[FR],FRANCE,[MED],Médicaments humains,CHUGAI PHARMA FRANCE,TOUR FRANKLIN,ARCHE SUD,100/101 QUARTIER BOIELDIEU,"",92042,PARIS LA DEFENSE
QOPMPRZX,[FR],FRANCE,[DM],Dispositifs médicaux,QUERYO MEDICAL SAS,63 RUE ANDRE BOLLIER,"","","",69307,LYON CEDEX 07
TNKGOSYA,[FR],FRANCE,[DMDIV],Dispositifs médicaux de diagnostic in vitro,ROCHE DIAGNOSTICS FRANCE,2 Avenue du Vercors ,"","","",38240,MEYLAN
VJWGHWTT,[FR],FRANCE,[DM],Dispositifs médicaux,RESMED SAS,292 allée Jacques Monod,Parc Technologique de Lyon,"","",69791,SAINT PRIEST CEDEX
YZODRLQX,[FR],FRANCE,[DM],Dispositifs médicaux,CAREFUSION FRANCE 309 SAS,"2, rue René Caudron",Le Val Saint Quentin,"","",78960,VOISINS LE BRETONNEUX
TDQMYHXD,[FR],FRANCE,[DM],Dispositifs médicaux,SPINEWAY,7 Allée Moulin Berger,"","","",69130,Ecully
TOQTQTCO,[FR],FRANCE,[DM],Dispositifs médicaux,GAMBRO HOSPAL SAS,21 avenue de Lattre de Tassigny,"","","",69881,MEYZIEU CEDEX
UECIWFKA,[FR],FRANCE,[DM],Dispositifs médicaux,SuperSonic Imagine,Les Jardins de la Duranne,Bat et E et F,510 rue René Descartes,"",13857,Aix en Provence Cedex
NJJYASNA,[FR],FRANCE,[DM],Dispositifs médicaux,GE Medical Systems SCS,283 Rue de la Minière,"","","",78530,BUC
ZGMWLWWP,[FR],FRANCE,[DM],Dispositifs médicaux,CIZETA MEDICALI France,109 rue de la Brasserie,"","","",18200,SAINT-AMAND-MONTROND
GOVEEACE,[FR],FRANCE,[DM],Dispositifs médicaux,Echosens,30 place d'Italie,"","","",75013,Paris
GAKWEZFR,[GB],ROYAUME-UNI,[MED],Médicaments humains,Small Heath Practice,113 Henshaw Road,"","","",B10 0SX,Birmingham
KNGGNWZK,[FR],FRANCE,[DMDIV],Dispositifs médicaux de diagnostic in vitro,RADIOMETER SAS,ZA la Fontaine du Vaisseau,8 rue Edmond Michelet,"","",93360,Neuilly-Plaisance
OWOIVPOC,[FR],FRANCE,[DM],Dispositifs médicaux,FCI SAS,20-22 RUE LOUIS ARMAND,"","","",75015 ,PARIS
SMUPPICQ,[FR],FRANCE,[DM],Dispositifs médicaux,PROSTEEL,11-13 Avenue de l'Europe,Zone d'activité du Canal,BP12133,"",31521,RAMONVILLE DECEX
WXHNNIBI,[FR],FRANCE,[DM],Dispositifs médicaux,ArthroCare France,9 rue Noirot,"","","",70000,Vesoul
XMHJAKON,[FR],FRANCE,[MED],Médicaments humains,Laboratoire TRADIPHAR,176 rue de l'arbrisseau,"","","",59000,Lille
SIIMRRZV,[FR],FRANCE,[PA],Prestataires associés,TROIS PRIME,"TROIS PRIME, 9 T RUE AUGUSTE BARBIER","","","", 75011,PARIS
QCUOYUXO,[FR],FRANCE,[MED],Médicaments humains,BRACCO IMAGING FRANCE,7 PLACE COPERNIC,"","","",91080,COURCOURONNES
HVRLKYHL,[FR],FRANCE,[DM],Dispositifs médicaux,ASPIDE MEDICAL,246 ALLEE LAVOISIER,"","","",42350,LA TALAUDIERE
FVKQLWLL,[FR],FRANCE,[AUT],Autres,SOSECAT,8 RUE DES OTAGES,"","","",60500,CHANTILLY
VNJBYPAO,[FR],FRANCE,[DM],Dispositifs médicaux,DRAGER MEDICAL S.A.S.,25 rue Georges Besse ,Parc de Haute Technologie ,"","",92160,ANTONY
LUZHHKWG,[FR],FRANCE,[DM],Dispositifs médicaux,KASIOS,18 CHEMIN DE LA VIOLETTE,"","","",31240,L'UNION
OVRGLKKR,[FR],FRANCE,[DM],Dispositifs médicaux,OBL,76 avenue Pierre Brossolette,Immeuble le Polaris,"","",92240,Malakoff
QQCOOTXZ,[FR],FRANCE,[MED],Médicaments humains,Labvoratoire CHAUVIN,416 rue Samuel Morse,CS 99535,"","",34 961,MONTPELLIER
UOWYENSE,[FR],FRANCE,[DM],Dispositifs médicaux,TOSHIBA MEDICAL FRANCE,7 rue Ampere,BP 14,"","",92802,PUTEAUX
HCKZBUZZ,[FR],FRANCE,[MED],Médicaments humains,UNITHER PHARMACEUTICALS,"151 rue André Durouchez, Espace Industriel Nord","","","",80084,Amiens
KKIPROAD,[FR],FRANCE,[DM],Dispositifs médicaux,PALL FRANCE,"3, rue des gaudines","","","",78100,SAINT GERMAIN EN LAYE
RPTWRURJ,[FR],FRANCE,[MED],Médicaments humains,LABORATOIRES GENEVRIER,280 RUE DE GOA,ZI LES TROIS MOULINS,"","",06901,SOPHIA ANTIPOLIS CEDEX
QBXRWZHL,[FR],FRANCE,[DM],Dispositifs médicaux,SARL AUDIOSON,3 rue de Nemours,"","","",35000,RENNES
NHAWZULH,[FR],FRANCE,[AUT],Autres,NEW CARD,12 bis rue des Tours,"","","",59 800,Lille
VWLGXQAX,[FR],FRANCE,[DM],Dispositifs médicaux,MAQUET SAS,Parc de Limère,Avenue de la Pomme de Pin,"","",45160,ARDON
HUKPBWRL,[FR],FRANCE,[DM],Dispositifs médicaux,Cutting Edge,770 rue Alfred Nobel,Immeuble Le Nobel,"","",34000,MONTPELLIER
UUBFWFLK,[FR],FRANCE,[DM],Dispositifs médicaux,CLARIANCE,18 rue Robespierre,"","","",62217,Beaurains
ESAKOQOQ,[FR],FRANCE,[DM],Dispositifs médicaux,Becton Dickinson France SAS,11 rue Aristide Bergès,"","","",38800,Le Pont de Claix
ZCCVYQRG,[FR],FRANCE,[DM],Dispositifs médicaux,FII,ZA DU CHAMP DE BERRE,"","","",43240,SAINT JUST MALMONT
CUJRNUTI,[FR],FRANCE,[DM],Dispositifs médicaux,MICROVAL,ZA DU CHAMP DE BERRE,"","","",43240 ,SAINT JUST MALMONT
EHARRGME,[CH],SUISSE,[MED],Médicaments humains,Helsinn SA,"Via Pian Scairolo 9,  ","","","",6912,Lugano-Pazzallo
BCCGLSMN,[FR],FRANCE,[PA],Prestataires associés,SADIR ASSISTANCE,ONCOPOLE,2 PLACE PIERRE POTIER,CS 40623,"",31106,TOULOUSE CEDEX 1
JCXIBOWX,[FR],FRANCE,[DM],Dispositifs médicaux,Laboratoires Carilène,"7, rue du Chant des Oiseaux","","","",78360,MONTESSON
SWJKGAWY,[FR],FRANCE,[DM],Dispositifs médicaux,GAMBRO INDUSTRIES,7 avenue Lionel Terray,BP 126,"","",69883,Meyzieu
STMZWABQ,[FR],FRANCE,[DM],Dispositifs médicaux,CEREDAS,191 rue Adolphe Pajeaud,"","","",92160,ANTONY
TWKBTVPG,[FR],FRANCE,[DM],Dispositifs médicaux,LABORATORY IMPLANT MEDICAL DEVICE - LIMMED,12 RUE PIERRE LAVOYE,"","","",95300,PONTOISE
BQVYIIKP,[FR],FRANCE,[MED],Médicaments humains,Laboratoires IPRAD PHARMA,174 quai de Jemmapes,"","","",75010,PARIS
FLXSJXYX,[FR],FRANCE,[PA],Prestataires associés,Medicom Concept,515 Chemin de Vaubereau 2,"","","",83340,FLASSANS-SUR-ISSOLE
UXNRFGTA,[FR],FRANCE,[PC],Produits cosmétiques,Codexial Dermatologie,10 rue du Bois de la Champelle,"","","",54500,Vandoeuvre les Nancy
HIXDEDRL,[FR],FRANCE,[PA],Prestataires associés,CARDAIR,36 RUE DU 19 NOVEMBRE,"","","",57070,METZ
ZJIBMQSU,[FR],FRANCE,[MED],Médicaments humains,SUN PHARMACEUTICALS FRANCE,34 rue Jean Mermoz,"","","",78600,Maisons Laffitte
XRISIHSO,[FR],FRANCE,[DM],Dispositifs médicaux,Clinical Trial Consulting,3 chemin de vernois,"","","",41800,Saint Rimay
MEDVADAJ,[FR],FRANCE,[MED],Médicaments humains,ARIAD Pharmaceuticals (France),19 Boulevard Malesherbes,"","","",75008,Paris
PLWQPFDK,[FR],FRANCE,[MED],Médicaments humains,Laboratoires Bailleul,8 rue laugier,"","","",75017,Paris
EGUZVIBA,[FR],FRANCE,[DM],Dispositifs médicaux,MENICON SAS,13 rue de la Perdrix Parce d'Activité Paris Nord 2,"","","",93420,Villepinte
GXFDURFB,[FR],FRANCE,[MED],Médicaments humains,ARROW GENERIQUES SAS,26 avenue Tony Garnier,"","","",69007,Lyon
YGXKXOKE,[DE],ALLEMAGNE,[MED],Médicaments humains,MYR GmbH,Eiermarkt 3c,"","","",30938,Burgwedel
RHAKSUCU,[FR],FRANCE,[DM],Dispositifs médicaux,THUASNE,118-120 rue Marius AUFAN,"","","",92307,LEVALLOIS PERRET
MMNZKLZM,[FR],FRANCE,[DM],Dispositifs médicaux,Santelynes,124 chemin de la Cavée,"","","",78630,Orgeval
BQQVONDY,[FR],FRANCE,[MED],Médicaments humains,STALLERGENES,6 rue Alexis de Tocqueville,"","","",92183,ANTONY Cedex
ZNGEITQV,[FR],FRANCE,[DM],Dispositifs médicaux,Cyberonics SA,Le Nory II Batiment 3,39 chemin des peupliers,"","",69570,Dardilly
HNVBXODW,[FR],FRANCE,[PC],Produits cosmétiques,LABORATOIRE DU SOLVIREX,23 AVENUE DE LA PAIX,"","","",92120,MONTROUGE
MJUPEVTT,[FR],FRANCE,[DM],Dispositifs médicaux,BIOMATLANTE SA,5 rue Edouard Belin,Zone d'activités des IV Nations,"","",44360,Vigneux de Bretagne
TRCBYJEU,[US],ÉTATS-UNIS,[MED],Médicaments humains,BioCryst Pharmaceuticals Inc.,"4505 Emperor Boulevard, Suite 200",North Carolina,"","",27703 ,Durham
OOYJSUAM,[FR],FRANCE,[DMDIV],Dispositifs médicaux de diagnostic in vitro,Siemens Healthcare Diagnostics SAS,"9, Bd Finot","","","",93200,Saint-Denis
FYPAGBTO,[FR],FRANCE,[DM],Dispositifs médicaux,Prodition,3 allée des Barbanniers,"","","",92635,Gennevilliers
AESEOGKK,[HK],HONG KONG,[MED],Médicaments humains,Bristol-Myers Squibb Pharma Hong Kong Limited,ROOM 3001-3002 / 30F WINDSOR HOUSE,311 GLOUCESTER ROAD,"","",0,CAUSEWAY BAY
ZWFQYHHP,[FR],FRANCE,[DM],Dispositifs médicaux,LIFE TECHNOLOGIES SAS,16 avenue du Québec,Bâtiment Mimos,"","",91140,Villebon-sur-Yvette
UIDDFDLA,[FR],FRANCE,[DM],Dispositifs médicaux,In2Bones,28 chemin du Petit Bois,"","","",69130,ECULLY
MHJLYJDN,[FR],FRANCE,[DM],Dispositifs médicaux,ALSANZA sarl,22 Quai Louis Durand,La Corvette,"","",17000,La Rochelle
IWTSNRLV,[FR],FRANCE,[PC],Produits cosmétiques,Laboratoires INELDEA,Laboratoires INELDEA,ZI CARROS ,10eme rue & 4 eme avenue,"",06510,Carros
QEUZDAHO,[DE],ALLEMAGNE,[DM],Dispositifs médicaux,Abiomed GmbH,Neuenhofer Weg 3,"","","",52074,Aachen
PSIBUCDB,[FR],FRANCE,[DM],Dispositifs médicaux,CEREPLAS,Actipole 2,Avenue de la Solette,"","",59554,SAILLY LEZ CAMBRAI
RLHMSZAS,[FR],FRANCE,[DM],Dispositifs médicaux,LES LABORATOIRES OSTEAL MEDICAL,69 RUE DE LA BELLE ETOILE,"","","",95957,ROISSY CDG
UDYGAAGB,[FR],FRANCE,[AUT],Autres,"ZS Associates International, Inc.",54-56 Avenue Hoche,"","","",75008,Paris
PRNXJCGW,[FR],FRANCE,[MED],Médicaments humains,ERYTECH Pharma,60 Avenue Rockefeller,Bâtiment Adénine,"","",69008,LYON
YJSPCLSU,[FR],FRANCE,[DM],Dispositifs médicaux,LABORATOIRES ARION,694 Avenue du Docteur Maurice Donat,Parc Haute Technologie ,"","",06250,MOUGINS
NNNEJHDU,[FR],FRANCE,[PA],Prestataires associés,MEDIMARK EUROPE SARL,11 rue Emile Zola,"","","",38100,Grenoble
EWSZMFYC,[FR],FRANCE,[DM],Dispositifs médicaux,Zimmer Dental SAS,2 place Gustave Eiffel,BP 40237,"","",94237,Rungis
TLFZWKPQ,[FR],FRANCE,[DM],Dispositifs médicaux,Bisico,"120, Allée de la Coudoulette","","","",13680,Lançon de Provence
HHBQCPPI,[FR],FRANCE,[MED],Médicaments humains,EUSA PHARMA SAS,3 Allée des Séquoias,"","","",69760,Limonest
ISLVWYJS,[FR],FRANCE,[MED],Médicaments humains,BIOGEN FRANCE SAS,IMMEUBLE LE CAPITOLE,55 Avenue des Champs Pierreux,Parc des Fontaines,"",92000,NANTERRE
IASWNMWQ,[FR],FRANCE,[DM],Dispositifs médicaux,SWING TECHNOLOGIES,"1, rue d'Albisson","","","",34000,Montpellier
SMDZDLAH,[FR],FRANCE,[DM],Dispositifs médicaux,COOPERVISION SAS,1800 ROUTE DES CRETES,IMMEUBLE LES 2 ARCS BAT B  ,BP 273,"",06905,SOPHIA ANTIPOLIS
STSGTHGS,[FR],FRANCE,[DM],Dispositifs médicaux,MEDICONSEIL,16 RUE CINQ PERES,"","","",37420,BEAUMONT EN VERON
LABZAPFW,[GB],ROYAUME-UNI,[DMDIV],Dispositifs médicaux de diagnostic in vitro,THE BINDING SITE GROUP LTD,8 calthorpe road,"","","",B15 1 Qt,Edgbaston Birmingham
JPGCXGMR,[FR],FRANCE,[DM],Dispositifs médicaux,ADVETIS MEDICAL,Tour Orion,12 rue de vincennes,"","",93100,Montreuil
IILZIMOU,[FR],FRANCE,[PA],Prestataires associés,FBCONSULT,10 PL DU THEATRE,"","","",92310,SEVRES
ZHCILBYG,[FR],FRANCE,[DM],Dispositifs médicaux,BARD FRANCE SAS,"164-166, avenue Joseph Kessel",Parkile P14,"","",78960,Voisins les Bretonneux
OUQAVKRX,[US],ÉTATS-UNIS,[MED],Médicaments humains,INSMED INCORPORATED,10 Finderne Avenue,Building 10,Bridgewater ,"",08807,New Jersey
BOWNGOIT,[FR],FRANCE,[DM],Dispositifs médicaux,GTO,41 rue de la Dysse,"","","",34150,MONTPEYROUX
UPKESESK,[FR],FRANCE,[PA],Prestataires associés,Ipanema Healthcare Consulting,19 rue des Batignolles,"","","",75017,Paris
FZVWYUYT,[FR],FRANCE,[DM],Dispositifs médicaux,LDR Médical,4 rue Gustave Eiffel,Hôtel de Bureaux 1,"","",10430,Rosières-Près-Troyes
BMOKTPEI,[FR],FRANCE,[DM],Dispositifs médicaux,GAMIDA,31 rue des alouettes,"","","",95605,Eaubonne
HVDQOQWK,[FR],FRANCE,[DM],Dispositifs médicaux,PETERS SURGICAL,"42, rue Benoit Frachon",ZI Les Vignes,"","",93013,BOBIGNY cedex
OSRGINIU,[FR],FRANCE,[DMDIV],Dispositifs médicaux de diagnostic in vitro,BIO-RAD,3 Boulevard Raymond Poincaré,"","","",92430,MARNES LA COQUETTE
FFGQTUJS,[FR],FRANCE,[MED],Médicaments humains,Laboratoires TONIPHARM SARL,"3, rue des quatre cheminées",1er étage,"","",92100,Boulogne-Billancourt
FHHMJHUD,[FR],FRANCE,[PA],Prestataires associés,COSMACT,7 CHEMIN DE GAILLON,"","","",78700,CONFLANS SAINTE HONORINE
GNSXLMQW,[FR],FRANCE,[MED],Médicaments humains,Laboratoires BESINS INTERNATIONAL,3 rue du Bourg l'Abbé,"","","",75003,PARIS
MTSPEBJG,[FR],FRANCE,[DM],Dispositifs médicaux,HEXAMEDICAL SAS,22 rue de la Marne,"","","",94430,Chennevières sur Marne
MOMFCMVF,[FR],FRANCE,[MED],Médicaments humains,BIOCODEX,7 avenue Gallieni,"","","",94250,GENTILLY
HEGHZCGM,[FR],FRANCE,[PC],Produits cosmétiques,ART&COS,961 ROUTE DE CHALOSSE ,"","","",40330,AMOU
QEKKPIXJ,[FR],FRANCE,[DM],Dispositifs médicaux,KOMET FRANCE,11 rue de Reuilly,"","","",75012,PARIS
MOMVGYKJ,[FR],FRANCE,[MED],Médicaments humains,Laboratoires NEGMA,"10, rue Paul Dautier","","","",78140,VELIZY VILLACOUBLAY
TLAZRZFA,[FR],FRANCE,[PA],Prestataires associés,APARD,APARD,PARC EUROMEDECINE 2,RUE DE CHAMBERT,CS 50003,34186,MONTPELLIER CEDEX 4
NYVNAYPF,[FR],FRANCE,[DM],Dispositifs médicaux,OMNIS MEDICA,15 ROUTE DE GRENADE,"","","",31700,BLAGNAC
SJWDOVSZ,[FR],FRANCE,[DM],Dispositifs médicaux,HOLLISTER FRANCE Incorporated,Tour Atlantique 16ème étage,1 place de la Pyramide,"","",92911,PARIS LA DEFENSE
XTRDLDBS,[FR],FRANCE,[MED],Médicaments humains,MALLINCKRODT FRANCE SARL,2 BIS RUE LOUIS ARMAND,"","","",75015,PARIS
JJKPXATZ,[FR],FRANCE,[MED],Médicaments humains,LABORATOIRES BOUCHARA - RECORDATI,70 Avenue du Général De Gaulle,"Immeuble ""Le Wilson""","","",92800,PUTEAUX
YHGJGWVZ,[FR],FRANCE,[DM],Dispositifs médicaux,SIEMENS AUDIOLOGIE,175 Boulevard Anatole France,"","","",93200,SAINT-DENIS
BYUBPXGM,[FR],FRANCE,[DM],Dispositifs médicaux,SCIENT'X SAS,22 rue Jean Bart,"","","",78960,Voisins le Bretonneux
WMQRNJKV,[FR],FRANCE,[MED],Médicaments humains,IPSEN PHARMA,65 quai Georges Gorse,"","","",92100,Boulogne Billancourt
LASYMXPU,[MY],MALAISIE,[DM],Dispositifs médicaux,Draeger Singapore Pte Ldt,61 Science Park,The Galen#04-01,"","",117525,SINGAPORE
OYBDONHF,[FR],FRANCE,[MED],Médicaments humains,BEAUFOUR IPSEN INDUSTRIE,18 place Doguereau,"","","",28100,Dreux
SLMGOJJG,[FR],FRANCE,[DM],Dispositifs médicaux,LKN MEDICAL SARL,11 RUE JEANNE D'ARC,"","","",42600,MONTBRISON
FKLWSHTT,[US],ÉTATS-UNIS,[MED],Médicaments humains,PRA,4130 Parklake Ave,"","","",27612,Raleigh
IBWUBMVD,[FR],FRANCE,[PC],Produits cosmétiques,Pierre Fabre Dermo-Cosmétique,45 place Abel Gance,"","","",92100,Boulogne Billancourt
